Iteration	World	Goal reward list	Policy	Sensorial changes	C-nodes
18	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
19	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
20	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
21	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
22	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
23	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
24	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
25	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
26	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
27	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
28	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
29	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
30	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
31	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
32	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
33	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
34	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
35	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
36	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
37	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	place_object_right	False	4
38	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
39	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
40	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
41	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
42	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
43	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
44	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
45	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	False	4
46	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
47	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
48	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
49	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
50	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
51	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
52	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
53	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
54	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
55	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
56	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
57	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
58	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
59	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
60	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
61	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
62	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
63	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
64	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
65	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
66	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
67	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
68	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
69	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
70	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
71	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
72	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
73	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	place_object_right	False	4
74	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	place_object_right	False	4
75	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
76	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
77	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
78	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
79	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
80	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
81	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
82	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
83	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
84	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
85	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
86	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
87	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
88	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
89	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
90	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	place_object_right	False	4
91	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
92	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
93	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
94	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
95	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
96	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
97	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
98	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
99	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
100	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
101	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
102	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
103	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	False	4
104	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
105	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
106	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
107	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
108	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
109	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
110	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
111	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
112	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
113	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
114	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
115	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
116	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
117	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
118	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
119	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
120	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
121	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
122	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
123	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
124	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
125	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
126	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
127	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
128	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
129	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
130	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
131	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
132	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
133	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
134	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
135	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	grasp_right	False	4
136	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
137	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
138	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
139	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
140	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
141	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
142	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
143	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
144	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
145	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
146	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
147	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
148	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
149	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
150	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
151	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
152	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
153	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
154	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0'}	grasp_right	True	4
155	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	place_object_right	True	4
156	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0'}	press_button	True	4
